flightnumber,DepartureIATA,ArrivalIATA,AirlineIATA,flightdate
SK867278,HEL,FRA,SK,2023-04-26
KL593339,IST,GUA,KL,2023-04-26
VA259625,MAN,HEL,VA,2023-04-26
SQ696900,BOD,GVA,SQ,2023-04-26
ET043140,CAI,BHX,ET,2023-04-26
Y4502364,ZRH,LHR,Y4,2023-04-26
AR788044,IST,BOG,AR,2023-04-26
MU758554,KEF,DUB,MU,2023-04-26
TS715124,EZE,BRU,TS,2023-04-27
EW342435,ICN,LAX,EW,2023-04-27
FI647552,BRU,HAV,FI,2023-04-27
JU151685,CDG,TLS,JU,2023-04-27
CA346754,ZRH,VIE,CA,2023-04-27
TR786036,BOD,HAV,TR,2023-04-27
OZ270983,VIE,BUD,OZ,2023-04-27
AC278160,CDG,MUC,AC,2023-04-27
SQ508720,SCL,HEL,SQ,2023-04-27
WS504972,CGN,GRU,WS,2023-04-27
FI643631,CGK,BUD,FI,2023-04-27
W6227456,BCN,STR,W6,2023-04-27
AF143529,HAM,SIN,AF,2023-04-27
RJ968554,OSL,ORD,RJ,2023-04-27
NK998400,HND,YYZ,NK,2023-04-27
ET320680,MAD,BRU,ET,2023-04-27
6E947519,NAS,SIN,6E,2023-04-27
TR650162,DFW,HAM,TR,2023-04-27
MS583014,BOD,MEL,MS,2023-04-27
VY501319,ZRH,PEK,VY,2023-04-27
AF021808,ZRH,LIS,AF,2023-04-27
HY993092,ARN,WAW,HY,2023-04-27
U2892377,BUD,PEK,U2,2023-04-28
JU046703,IST,HAM,JU,2023-04-28
W6746273,BER,FCO,W6,2023-04-28
KQ507515,CDG,MUC,KQ,2023-04-28
AI906955,HKG,IST,AI,2023-04-28
DL592457,GUA,LHR,DL,2023-04-28
MH379777,ATL,GVA,MH,2023-04-28
ME651384,AMS,ICN,ME,2023-04-28
WY511344,STR,MEL,WY,2023-04-28
NK259549,SYD,BOG,NK,2023-04-28
J2414242,CDG,CWL,J2,2023-04-28
HY318863,GRU,CDG,HY,2023-04-28
CA317169,KIN,HEL,CA,2023-04-28
RO968974,CHC,MEX,RO,2023-04-28
Y4625214,GLA,WLG,Y4,2023-04-28
SA650885,WAW,BSB,SA,2023-04-28
WN899159,CGN,BOG,WN,2023-04-28
SA839787,BOM,NUE,SA,2023-04-28
WB508734,ARN,JNB,WB,2023-04-29
RJ883114,KEF,ATH,RJ,2023-04-29
NK802989,OSL,GLA,NK,2023-04-29
UK333704,LAX,BRU,UK,2023-04-29
AT316855,GLA,GIG,AT,2023-04-29
WB014019,NAS,GUA,WB,2023-04-29
A3545034,WLG,STR,A3,2023-04-29
TR893283,LPL,FCO,TR,2023-04-29
FR747529,CPT,BOG,FR,2023-04-29
SV555712,ATH,IST,SV,2023-04-29
AS024929,LBA,BSB,AS,2023-04-29
RJ374549,PTY,NBO,RJ,2023-04-29
AY040733,DUB,MXP,AY,2023-04-29
GA573903,ORD,IST,GA,2023-04-29
W6359660,ICN,HAM,W6,2023-04-29
KE850583,MAD,DEL,KE,2023-04-29
NH184736,ARN,BER,NH,2023-04-29
GF882343,STR,MBJ,GF,2023-04-30
VS598569,HAN,ATL,VS,2023-04-30
UK695783,DUS,BRS,UK,2023-04-30
MH433121,ATL,STR,MH,2023-04-30
LX177267,DEL,MAD,LX,2023-04-30
LX926283,EZE,MEX,LX,2023-04-30
NZ391385,BOM,DEL,NZ,2023-04-30
AH838637,SYD,BRS,AH,2023-04-30
ET733419,KEF,NCL,ET,2023-04-30
KE146122,SJO,CGN,KE,2023-04-30
LH273339,EDI,GIG,LH,2023-04-30
EI703721,DUB,VIE,EI,2023-04-30
EY108874,PRG,MRS,EY,2023-04-30
HX713783,NAS,JNB,HX,2023-04-30
SV976580,TLS,EZE,SV,2023-04-30
LA357979,SYD,WAW,LA,2023-04-30
TG436689,LHR,BRU,TG,2023-04-30
TR262105,HAJ,KIN,TR,2023-05-01
MK284298,KIN,CHC,MK,2023-05-01
HX027664,CDG,PEK,HX,2023-05-01
VS625299,BKK,FRA,VS,2023-05-01
KL248863,CAI,ICN,KL,2023-05-01
AY602481,KIN,LIM,AY,2023-05-01
FJ854331,JNB,BCN,FJ,2023-05-01
F9175706,ZRH,LIS,F9,2023-05-01
VN320127,BOD,LYS,VN,2023-05-01
QH520328,SGN,CPT,QH,2023-05-01
AY196758,STR,HAM,AY,2023-05-01
TU820711,GVA,HND,TU,2023-05-01
A3156774,LIM,MUC,A3,2023-05-01
AY606971,NTE,NBO,AY,2023-05-01
SQ795739,CPH,MUC,SQ,2023-05-01
SA295483,MRS,EDI,SA,2023-05-01
W6842392,CAI,FRA,W6,2023-05-01
EK514040,LHR,OSL,EK,2023-05-01
EY267697,MEL,HAN,EY,2023-05-01
AS793989,DUS,BUD,AS,2023-05-01
GF714299,BUD,HAV,GF,2023-05-01
SK021462,LEJ,NUE,SK,2023-05-02
JA353640,MBJ,BKK,JA,2023-05-02
LA401418,ATH,NBO,LA,2023-05-02
AD039309,AKL,CPH,AD,2023-05-02
GA868178,POS,GLA,GA,2023-05-02
HX211834,LPL,STR,HX,2023-05-02
H2753109,AKL,GIG,H2,2023-05-02
A3516122,EZE,ZRH,A3,2023-05-02
VN601652,FRA,NAS,VN,2023-05-02
AH496096,GVA,LIS,AH,2023-05-02
MH440325,BOM,WLG,MH,2023-05-02
VY162115,DEN,ARN,VY,2023-05-02
RJ567257,DXB,LYS,RJ,2023-05-02
TS145935,SGN,YYZ,TS,2023-05-02
BT868927,DUB,BFS,BT,2023-05-02
CZ845403,SDQ,HAJ,CZ,2023-05-02
BA481914,SIN,BFS,BA,2023-05-02
UK659373,IST,MUC,UK,2023-05-02
RO257304,LIS,DUB,RO,2023-05-02
EW316142,PUJ,NAS,EW,2023-05-02
GF683712,HEL,OSL,GF,2023-05-02
TG527156,CHC,BKK,TG,2023-05-02
6E931769,DFW,SJO,6E,2023-05-02
AM515548,STR,HND,AM,2023-05-02
DL705162,NBO,SJO,DL,2023-05-02
KM903346,BKK,BUD,KM,2023-05-03
FR274410,HAM,SAL,FR,2023-05-03
QR823292,AKL,MUC,QR,2023-05-03
JA625373,LHR,LIS,JA,2023-05-03
AM411585,GIG,EDI,AM,2023-05-03
WY198913,EDI,FCO,WY,2023-05-03
LH702104,LYS,MAD,LH,2023-05-03
GF263237,ICN,BER,GF,2023-05-03
EW319463,LEJ,FCO,EW,2023-05-03
CZ436844,AMS,PUJ,CZ,2023-05-03
AS801767,KIN,BOD,AS,2023-05-03
6E324756,MNL,GIG,6E,2023-05-03
HU736409,ATH,BOM,HU,2023-05-03
WB087454,TLS,PRG,WB,2023-05-03
FR332209,MAN,LIM,FR,2023-05-03
A3566337,KIN,VIE,A3,2023-05-03
TU782997,GIG,DUB,TU,2023-05-03
CA788908,GIG,ATH,CA,2023-05-03
EI791688,LHR,KIN,EI,2023-05-03
U2590588,POS,NUE,U2,2023-05-03
FI043420,BCN,PRG,FI,2023-05-03
AV215744,VIE,BSL,AV,2023-05-03
WS539439,GLA,LBA,WS,2023-05-03
JL875725,JNB,BSL,JL,2023-05-03
SQ553398,NTE,CPH,SQ,2023-05-03
VN267054,ATH,NTE,VN,2023-05-03
TG125384,LPL,SAL,TG,2023-05-03
JU172607,HAJ,PEK,JU,2023-05-03
J2916639,ARN,DEL,J2,2023-05-03
WY716926,GVA,BOM,WY,2023-05-04
PR968813,PRG,WLG,PR,2023-05-04
RJ849065,NUE,MAN,RJ,2023-05-04
WN449774,FRA,HAM,WN,2023-05-04
KQ096451,BRS,SIN,KQ,2023-05-04
KL779253,CAI,MRS,KL,2023-05-04
TP891129,SYD,BSL,TP,2023-05-04
KE039122,NBO,STR,KE,2023-05-04
AM422880,ATL,EZE,AM,2023-05-04
HY382433,PEK,BER,HY,2023-05-04
AS331828,HND,KIN,AS,2023-05-04
VN856348,BRS,ICN,VN,2023-05-04
AC265799,EDI,PEK,AC,2023-05-04
WN267382,SDQ,GUA,WN,2023-05-04
FZ597746,DUS,FCO,FZ,2023-05-04
EY371624,BCN,DOH,EY,2023-05-04
MH864497,GLA,STR,MH,2023-05-04
AS258834,CHC,HEL,AS,2023-05-04
PR773760,AKL,HND,PR,2023-05-04
WY273259,IST,LIM,WY,2023-05-04
FZ158101,VIE,BUD,FZ,2023-05-05
JU413660,BRU,WAW,JU,2023-05-05
PC241508,FRA,SCL,PC,2023-05-05
PR055915,ZRH,GUA,PR,2023-05-05
KE824484,BSL,NCE,KE,2023-05-05
BA183180,BFS,CPH,BA,2023-05-05
SQ506907,BOM,PRG,SQ,2023-05-05
PR054882,OSL,AKL,PR,2023-05-05
AY385172,JNB,MAD,AY,2023-05-05
KC251003,OSL,LBA,KC,2023-05-05
TP289806,CHC,PRG,TP,2023-05-05
EK984926,DXB,HND,EK,2023-05-05
AS990624,DUB,PUJ,AS,2023-05-05
KL577945,DFW,DUB,KL,2023-05-05
SG856158,BHX,BSB,SG,2023-05-05
AV964591,PUJ,YYZ,AV,2023-05-05
SQ690096,LIS,PTY,SQ,2023-05-05
AH378506,CGK,BER,AH,2023-05-05
AV133223,YYZ,DFW,AV,2023-05-05
HX516137,HAV,AMS,HX,2023-05-05
KM003945,ICN,ZRH,KM,2023-05-05
U2749983,DUS,MAN,U2,2023-05-05
FZ284650,VIE,CGN,FZ,2023-05-05
AV963023,YYZ,HAM,AV,2023-05-05
HY449457,CPT,HND,HY,2023-05-05
MS692975,BOD,DXB,MS,2023-05-06
VS162326,HEL,CDG,VS,2023-05-06
WB338085,SDQ,EZE,WB,2023-05-06
UK499157,JNB,DOH,UK,2023-05-06
AS255684,MRS,DEN,AS,2023-05-06
AC687008,BHX,NCL,AC,2023-05-06
W6468642,GIG,MUC,W6,2023-05-06
WS261182,DOH,BOG,WS,2023-05-06
HU072029,HAN,OSL,HU,2023-05-06
NK204719,MXP,BFS,NK,2023-05-06
AC720962,LHR,PUJ,AC,2023-05-06
VA762670,EZE,GRU,VA,2023-05-06
AD460240,IST,HAN,AD,2023-05-06
TU660567,GRU,WLG,TU,2023-05-06
GF571420,CAI,ARN,GF,2023-05-06
JA651241,NTE,LEJ,JA,2023-05-06
CZ021378,BOG,MXP,CZ,2023-05-06
SA346951,HAV,SCL,SA,2023-05-06
PC758985,CAI,MBJ,PC,2023-05-06
VN220101,MEL,SYD,VN,2023-05-06
WN830468,NBO,HAN,WN,2023-05-06
CZ173131,EDI,MNL,CZ,2023-05-06
QF663004,WAW,JNB,QF,2023-05-07
AT075089,STR,NUE,AT,2023-05-07
LX135785,KIN,LEJ,LX,2023-05-07
KQ476996,LIS,PUJ,KQ,2023-05-07
HY796891,LAX,JNB,HY,2023-05-07
FJ806220,GLA,CAI,FJ,2023-05-07
LA128833,MRS,TLS,LA,2023-05-07
KQ556669,SCL,FRA,KQ,2023-05-07
MK934527,SCL,MRS,MK,2023-05-07
TG772995,SAL,HEL,TG,2023-05-07
TG526290,BRS,LHR,TG,2023-05-07
NZ561846,BKK,YYZ,NZ,2023-05-07
SQ025703,ATH,DOH,SQ,2023-05-07
KE191388,BSB,HAM,KE,2023-05-07
SA361668,EZE,YYZ,SA,2023-05-07
LA292541,AKL,MNL,LA,2023-05-07
KQ463950,NUE,YYZ,KQ,2023-05-07
WB662227,HAN,CGN,WB,2023-05-07
UA844730,BSL,HND,UA,2023-05-07
TK845030,WAW,SYD,TK,2023-05-07
HY719252,GVA,KIN,HY,2023-05-07
WY483615,JNB,FCO,WY,2023-05-07
VY757165,BUD,HAV,VY,2023-05-07
MK109089,SAL,NBO,MK,2023-05-07
MS486099,ZRH,HKG,MS,2023-05-07
AV963521,BSL,MNL,AV,2023-05-07
Y4151865,CHC,BER,Y4,2023-05-07
MK433190,FRA,AKL,MK,2023-05-07
LX606646,SCL,BOM,LX,2023-05-07
EI018006,MXP,IST,EI,2023-05-07
AS838364,HAJ,BSB,AS,2023-05-07
U2957721,BRS,PEK,U2,2023-05-07
W6411153,SCL,SYD,W6,2023-05-07
AY371453,BSB,EZE,AY,2023-05-08
JU686898,SCL,MRS,JU,2023-05-08
PR273606,TLS,SAL,PR,2023-05-08
OB291390,PRG,WAW,OB,2023-05-08
EI817102,BCN,MEX,EI,2023-05-08
JL463040,CPT,MAN,JL,2023-05-08
MU731663,BHX,SYD,MU,2023-05-08
TS106691,STR,SGN,TS,2023-05-08
VN581619,GVA,BSB,VN,2023-05-08
VN254547,GVA,GLA,VN,2023-05-08
PX140703,LIM,MAN,PX,2023-05-08
AS886806,LBA,POS,AS,2023-05-08
OS931498,LEJ,NAS,OS,2023-05-08
NZ659738,BOM,GVA,NZ,2023-05-08
VS367623,SJO,NCE,VS,2023-05-08
BT891555,CPH,SCL,BT,2023-05-08
U2969744,WLG,YYZ,U2,2023-05-09
EW523847,LPL,HAV,EW,2023-05-09
TR352809,CWL,ICN,TR,2023-05-09
SK587049,ATH,BCN,SK,2023-05-09
UA122002,HAM,FRA,UA,2023-05-09
BT653868,LEJ,MEX,BT,2023-05-09
VY608650,KEF,NCE,VY,2023-05-09
GA368752,WAW,SIN,GA,2023-05-09
UA757372,ZRH,CWL,UA,2023-05-09
FZ246812,DUB,LPL,FZ,2023-05-09
J2834221,NAS,BCN,J2,2023-05-09
AS109902,NCL,CGK,AS,2023-05-09
IB161829,HEL,BHX,IB,2023-05-09
KC407770,CGK,GIG,KC,2023-05-09
SQ150919,MBJ,PRG,SQ,2023-05-09
WY397872,CHC,BRU,WY,2023-05-09
GF846169,SIN,BHX,GF,2023-05-09
FR452508,NTE,MUC,FR,2023-05-09
6E229920,PRG,LIS,6E,2023-05-09
EI628231,SDQ,ARN,EI,2023-05-09
PC631473,YYZ,CDG,PC,2023-05-10
CA948057,BSL,BSB,CA,2023-05-10
EW709420,GRU,NCL,EW,2023-05-10
MK951984,HKG,MUC,MK,2023-05-10
RO928528,ICN,SIN,RO,2023-05-10
VS760068,NTE,LIM,VS,2023-05-10
AH378374,LEJ,BKK,AH,2023-05-10
CA749084,BSB,BCN,CA,2023-05-10
OZ465067,PTY,LPL,OZ,2023-05-10
GA792466,FRA,SIN,GA,2023-05-10
SQ299448,DXB,MEL,SQ,2023-05-10
NK422517,IST,ARN,NK,2023-05-10
W6962213,MAN,MUC,W6,2023-05-10
TS616257,HAJ,HND,TS,2023-05-10
Y4480260,MBJ,DEL,Y4,2023-05-10
TU547375,SCL,MAN,TU,2023-05-10
FR505920,BRU,DFW,FR,2023-05-10
KM159862,SCL,NUE,KM,2023-05-10
TK488740,MBJ,GLA,TK,2023-05-10
VA332415,ICN,LIS,VA,2023-05-10
RJ233903,LHR,ATL,RJ,2023-05-10
OS008461,NTE,HAV,OS,2023-05-10
CX029013,STR,NBO,CX,2023-05-10
NZ201639,NTE,CDG,NZ,2023-05-10
LX930815,CWL,PUJ,LX,2023-05-11
EW036062,NTE,BRS,EW,2023-05-11
KE047849,AKL,MBJ,KE,2023-05-11
WY053803,CPH,CDG,WY,2023-05-11
RJ194681,LPL,HAJ,RJ,2023-05-11
EK028070,VIE,NCE,EK,2023-05-11
AD802948,SAL,MEL,AD,2023-05-11
UA725921,ZRH,NCE,UA,2023-05-11
BA392751,OSL,GRU,BA,2023-05-11
LA659059,DEL,MXP,LA,2023-05-11
AA986902,MEL,ORD,AA,2023-05-11
RO181206,HAN,ATH,RO,2023-05-11
MS766449,HAJ,CWL,MS,2023-05-11
DT772693,MEX,BOM,DT,2023-05-11
MU890358,BOD,DEN,MU,2023-05-11
JL274067,SIN,SAL,JL,2023-05-11
G3723534,BER,LAX,G3,2023-05-11
CZ739639,ICN,DXB,CZ,2023-05-11
MU285792,EZE,LEJ,MU,2023-05-11
6E790021,BFS,JNB,6E,2023-05-12
QF594114,MAN,LPL,QF,2023-05-12
GA013948,NCL,ATL,GA,2023-05-12
TS702449,STR,WAW,TS,2023-05-12
HX889404,YYZ,SIN,HX,2023-05-12
PR072373,DUB,STR,PR,2023-05-12
HY837739,NAS,JNB,HY,2023-05-12
KE460204,MNL,BOD,KE,2023-05-12
TU219584,MXP,DUB,TU,2023-05-12
GF715310,MXP,NBO,GF,2023-05-12
AT093408,AMS,CGN,AT,2023-05-12
U2634185,LIM,NCE,U2,2023-05-12
J2620831,YYZ,GVA,J2,2023-05-12
LX777392,BOD,LBA,LX,2023-05-12
EW356185,BOG,BRU,EW,2023-05-12
JA876657,MAD,BRS,JA,2023-05-12
VB839442,WAW,SDQ,VB,2023-05-12
AF160464,PEK,TLS,AF,2023-05-12
U2717916,BER,NAS,U2,2023-05-12
EY326989,SCL,LBA,EY,2023-05-13
RO295025,WLG,PUJ,RO,2023-05-13
GA222691,LHR,DOH,GA,2023-05-13
FR012245,HAM,PEK,FR,2023-05-13
BT263455,LHR,LPL,BT,2023-05-13
JU549656,PEK,CPT,JU,2023-05-13
AH152693,ARN,NUE,AH,2023-05-13
AS383852,NTE,OSL,AS,2023-05-13
ME781761,GLA,FCO,ME,2023-05-13
CZ438426,BSB,TLS,CZ,2023-05-13
LO948225,DFW,ATL,LO,2023-05-13
DL972139,HAM,WLG,DL,2023-05-13
TU104031,BSB,ATL,TU,2023-05-13
GF732640,HEL,DUS,GF,2023-05-13
HU046385,WLG,DUS,HU,2023-05-13
GA942385,SJO,ICN,GA,2023-05-13
Y4494895,KEF,NAS,Y4,2023-05-13
U2726405,PRG,HAN,U2,2023-05-13
FR265579,BSL,BSB,FR,2023-05-13
LA881165,DXB,BUD,LA,2023-05-13
TP023685,JNB,ICN,TP,2023-05-13
JU948772,SGN,KIN,JU,2023-05-13
KU641614,BRU,LIS,KU,2023-05-13
TS071611,LPL,NTE,TS,2023-05-13
HY041430,PRG,HND,HY,2023-05-13
GF262539,MUC,MNL,GF,2023-05-13
EK558328,SYD,LYS,EK,2023-05-13
SQ312055,WLG,SYD,SQ,2023-05-14
AS428113,CWL,BCN,AS,2023-05-14
KU154723,CPT,HAV,KU,2023-05-14
OZ261172,ORD,BKK,OZ,2023-05-14
KU915293,CPT,BRU,KU,2023-05-14
CX716496,NUE,WAW,CX,2023-05-14
IB095365,HAV,BRU,IB,2023-05-14
BA649097,AKL,PUJ,BA,2023-05-14
TK054543,DUS,HAJ,TK,2023-05-14
BT814427,NCE,CGK,BT,2023-05-14
HX683654,CGK,HEL,HX,2023-05-14
WY020634,WLG,CAI,WY,2023-05-14
SK596580,SGN,BHX,SK,2023-05-14
JA284563,ZRH,DUS,JA,2023-05-14
TK225652,GLA,NTE,TK,2023-05-14
JA706778,MRS,MEX,JA,2023-05-14
HX746300,ZRH,MAD,HX,2023-05-14
PX122395,SAL,HEL,PX,2023-05-15
EW241264,BRU,DUB,EW,2023-05-15
ET387636,PUJ,HAN,ET,2023-05-15
MS970632,HAJ,HAV,MS,2023-05-15
PX178048,LBA,ATL,PX,2023-05-15
TG919777,CPH,WLG,TG,2023-05-15
KQ749331,DEN,WLG,KQ,2023-05-15
EK835837,BUD,LPL,EK,2023-05-15
AT808071,PEK,LYS,AT,2023-05-15
KQ457764,MUC,JNB,KQ,2023-05-15
MS278945,BER,ATH,MS,2023-05-15
HY051685,VIE,BOD,HY,2023-05-15
VY424077,GLA,JNB,VY,2023-05-15
UL199424,LEJ,SCL,UL,2023-05-15
UL502132,NUE,BOD,UL,2023-05-15
AM377170,BSL,LAX,AM,2023-05-15
AT494074,DUB,FRA,AT,2023-05-15
KC112445,BOG,LBA,KC,2023-05-15
G3002851,WAW,MXP,G3,2023-05-15
KQ616455,LHR,HAJ,KQ,2023-05-15
RO441622,KEF,CAI,RO,2023-05-15
EY043010,DFW,BSL,EY,2023-05-15
WS469382,NUE,KIN,WS,2023-05-15
KC953501,SDQ,HAJ,KC,2023-05-16
SA192260,ARN,CPH,SA,2023-05-16
PC262914,ATL,BOM,PC,2023-05-16
KM119503,DEL,OSL,KM,2023-05-16
GF751175,GUA,BUD,GF,2023-05-16
JL129933,ARN,BUD,JL,2023-05-16
AM143280,NCE,SCL,AM,2023-05-16
AR579413,SCL,SAL,AR,2023-05-16
PR341168,VIE,HND,PR,2023-05-16
VS535687,HEL,YYZ,VS,2023-05-16
LO708726,HAV,SGN,LO,2023-05-16
TS192647,SGN,BCN,TS,2023-05-16
AV207682,BKK,NAS,AV,2023-05-16
KE419041,BRS,ARN,KE,2023-05-16
GA572125,MEX,GRU,GA,2023-05-16
TG417540,MXP,EZE,TG,2023-05-16
UL108717,DUS,MNL,UL,2023-05-16
OS848998,BUD,MBJ,OS,2023-05-16
MH321778,NTE,POS,MH,2023-05-16
HU987700,MXP,DUS,HU,2023-05-16
FZ303960,MRS,BOM,FZ,2023-05-16
PC622141,DEN,MRS,PC,2023-05-17
B6007373,AKL,GRU,B6,2023-05-17
CA504665,DUS,WAW,CA,2023-05-17
KL666684,CGK,GUA,KL,2023-05-17
U2453319,PEK,LHR,U2,2023-05-17
W6742049,STR,SAL,W6,2023-05-17
KC822339,NAS,BHX,KC,2023-05-17
LX945826,OSL,DOH,LX,2023-05-17
F9223953,DUB,DEL,F9,2023-05-17
QF999518,PTY,CDG,QF,2023-05-17
PC751906,GIG,ICN,PC,2023-05-17
VN653481,DXB,MEL,VN,2023-05-17
W6204507,HAV,WAW,W6,2023-05-17
LO505831,CWL,DUB,LO,2023-05-17
VS583843,BOD,KEF,VS,2023-05-17
MU832674,DEL,BOG,MU,2023-05-17
AI646046,NBO,AKL,AI,2023-05-17
DT009791,CHC,AKL,DT,2023-05-17
KQ321997,NCL,PRG,KQ,2023-05-17
PX771876,ATL,DEN,PX,2023-05-17
LA031656,ICN,HAV,LA,2023-05-17
PC190092,KIN,LBA,PC,2023-05-17
SA743849,HND,SCL,SA,2023-05-18
LO705286,GRU,ATL,LO,2023-05-18
SG691273,JNB,FCO,SG,2023-05-18
UK221682,HAN,LPL,UK,2023-05-18
LO996667,HKG,JNB,LO,2023-05-18
RO022649,ZRH,DOH,RO,2023-05-18
VA283668,LEJ,LBA,VA,2023-05-18
B6035529,WLG,MAN,B6,2023-05-18
LX121123,DUB,CHC,LX,2023-05-18
TR034449,OSL,SIN,TR,2023-05-18
OB418879,ZRH,MBJ,OB,2023-05-18
SA136461,BER,MAD,SA,2023-05-18
MK854147,DOH,PRG,MK,2023-05-18
AM579259,DUB,MRS,AM,2023-05-18
KC170553,HAV,DUB,KC,2023-05-18
MH464686,AMS,NAS,MH,2023-05-18
IB283685,CPH,PRG,IB,2023-05-18
EY098409,EZE,PRG,EY,2023-05-18
BT992383,AMS,HND,BT,2023-05-18
KM122944,HAN,SIN,KM,2023-05-18
EI643743,CPT,BRS,EI,2023-05-18
TR391909,PUJ,CDG,TR,2023-05-18
6E138930,CPH,SYD,6E,2023-05-18
FZ863848,PTY,CGK,FZ,2023-05-19
UL469445,DXB,PTY,UL,2023-05-19
HX167936,IST,NCL,HX,2023-05-19
AA624764,NUE,AKL,AA,2023-05-19
AC550037,ZRH,GUA,AC,2023-05-19
WY883531,LEJ,FCO,WY,2023-05-19
IB909977,BSL,CWL,IB,2023-05-19
AR627269,POS,ARN,AR,2023-05-19
RO629794,JNB,NCE,RO,2023-05-19
CZ370327,DUB,GRU,CZ,2023-05-19
EY635682,CGN,BCN,EY,2023-05-19
U2349082,TLS,GLA,U2,2023-05-19
EW886989,PTY,CPH,EW,2023-05-19
LH140256,CAI,TLS,LH,2023-05-19
J2972462,HND,PEK,J2,2023-05-19
NZ080147,CGK,CPH,NZ,2023-05-19
UL389545,GLA,SIN,UL,2023-05-19
KM294349,ARN,OSL,KM,2023-05-19
ET527247,MNL,MXP,ET,2023-05-20
AY520788,ATL,BHX,AY,2023-05-20
PX727951,AMS,DFW,PX,2023-05-20
QF107316,STR,NUE,QF,2023-05-20
WY154419,ATH,WAW,WY,2023-05-20
DT991029,WLG,CAI,DT,2023-05-20
HU542164,BKK,HND,HU,2023-05-20
ET299657,HEL,ICN,ET,2023-05-20
EK397774,OSL,SAL,EK,2023-05-20
UL142789,DEL,DUS,UL,2023-05-20
EY182988,DOH,BFS,EY,2023-05-20
J2580228,BUD,BOG,J2,2023-05-20
QH622874,BOG,BUD,QH,2023-05-20
HX241236,NUE,NCE,HX,2023-05-20
NK966737,LEJ,CPT,NK,2023-05-20
QH075912,JNB,MXP,QH,2023-05-20
ME030924,GIG,MEX,ME,2023-05-20
ME563469,GRU,PEK,ME,2023-05-20
SV953966,VIE,BHX,SV,2023-05-20
U2591082,DUS,HKG,U2,2023-05-20
GF374770,BRU,SYD,GF,2023-05-20
RO756441,DUB,CHC,RO,2023-05-20
AD641189,BER,PEK,AD,2023-05-20
LX042260,STR,KIN,LX,2023-05-20
F9639406,POS,MNL,F9,2023-05-20
H2946786,SJO,MUC,H2,2023-05-20
ET796016,SAL,NCE,ET,2023-05-21
AT878382,GIG,NBO,AT,2023-05-21
MK983405,CGN,GRU,MK,2023-05-21
IB973757,PUJ,BOG,IB,2023-05-21
TR434538,GUA,HEL,TR,2023-05-21
NK748867,LHR,LBA,NK,2023-05-21
PX114452,WLG,LIM,PX,2023-05-21
WY825432,SDQ,HEL,WY,2023-05-21
MS078544,MEL,POS,MS,2023-05-21
AR266161,CGK,MNL,AR,2023-05-21
JT593786,CAI,BRS,JT,2023-05-21
UA413336,MNL,CGN,UA,2023-05-21
PR129048,JNB,ATH,PR,2023-05-21
SV520781,MAN,DUS,SV,2023-05-21
AV513063,BRU,MNL,AV,2023-05-21
OZ871226,SGN,BCN,OZ,2023-05-21
EI944309,NBO,DOH,EI,2023-05-21
JT801076,DUB,KIN,JT,2023-05-21
PC716162,BKK,ATH,PC,2023-05-21
AD736992,KEF,STR,AD,2023-05-21
VB436482,DUS,BSL,VB,2023-05-21
OB883191,DXB,LHR,OB,2023-05-22
NK637923,PEK,MUC,NK,2023-05-22
FI324981,BOD,BSB,FI,2023-05-22
KM884277,HND,MAD,KM,2023-05-22
NH082311,SGN,CWL,NH,2023-05-22
ET307353,LHR,BRU,ET,2023-05-22
WB129609,GIG,CGN,WB,2023-05-22
VS897365,CAI,MEL,VS,2023-05-22
VS433749,CGN,DFW,VS,2023-05-22
QR932105,BCN,DEN,QR,2023-05-22
QH421512,BHX,PUJ,QH,2023-05-22
VA012535,BUD,HEL,VA,2023-05-22
LH611583,FRA,BKK,LH,2023-05-22
UL394065,BHX,LIS,UL,2023-05-22
G3419463,STR,LPL,G3,2023-05-22
CZ131676,SJO,LBA,CZ,2023-05-22
QF772537,SJO,BUD,QF,2023-05-22
F9936321,KIN,WAW,F9,2023-05-22
OS154514,DFW,SJO,OS,2023-05-22
AH901211,VIE,STR,AH,2023-05-22
SQ477651,STR,DUS,SQ,2023-05-22
IB792302,BUD,SCL,IB,2023-05-22
VY685448,ORD,PRG,VY,2023-05-22
AF105439,AKL,CGK,AF,2023-05-22
NH652380,HEL,LBA,NH,2023-05-23
AR806167,KIN,MEL,AR,2023-05-23
MK874425,AMS,MUC,MK,2023-05-23
UA677872,HAJ,BKK,UA,2023-05-23
LA289119,EDI,AKL,LA,2023-05-23
LH288801,PEK,ZRH,LH,2023-05-23
WY520871,NCE,LYS,WY,2023-05-23
OZ116480,WLG,SIN,OZ,2023-05-23
W6192283,SJO,GIG,W6,2023-05-23
FR329736,HND,WAW,FR,2023-05-23
DL334155,MXP,HAJ,DL,2023-05-23
AD768293,BOG,LEJ,AD,2023-05-23
PR496378,SYD,WLG,PR,2023-05-23
WB723071,LIM,FCO,WB,2023-05-23
PX823539,HAM,GVA,PX,2023-05-23
MH919955,TLS,CGK,MH,2023-05-23
VA849872,CGN,SDQ,VA,2023-05-23
RO465255,KIN,EZE,RO,2023-05-23
NH206130,SDQ,CGN,NH,2023-05-23
VN332105,BHX,PRG,VN,2023-05-23
KE991106,BCN,HEL,KE,2023-05-23
WB723799,BSL,CHC,WB,2023-05-23
AS255076,DFW,CDG,AS,2023-05-24
VY249824,EZE,MUC,VY,2023-05-24
